	training_set_path	execution_mode	kg_embedding_model_name	embedding_dim	relation_embedding_dim	margin_loss	scoring_function	learning_rate	batch_size	num_epochs	maximum_number_of_hpo_iters	test_set_path	filter_negative_triples	random_seed	preferred_device	output_direc	pykeen-version	num_entities	num_relations	mean_rank	hits@k
0	/home/muhammaa/ilp/graph/connected/ashraf_connected_train.tsv	HPO_mode	TransR	50	20	1.0	1	0.01	32	1000	3	/home/muhammaa/ilp/graph/connected/ashraf_connected_test.tsv	True	2	cpu	/home/muhammaa/pykeen/connected-transr-model2	0.0.26	3734	4	1652.6461884102882	{'1': 0.0044158661295320735, '3': 0.028044623489308956, '5': 0.043461419274868296, '10': 0.06786488999070343}
