DB00014	has_target	P22888
P22888	has_side_effect	C0006142
DB00014	has_disease	C0006142
DB00014	has_target	P30968
P30968	has_side_effect	C0006142
P30968	has_side_effect	C0014175
DB00014	has_disease	C0014175
P22888	has_side_effect	C0027627
DB00014	has_disease	C0027627
P30968	has_side_effect	C0027627
P30968	has_side_effect	C0042133
DB00014	has_disease	C0042133
P22888	has_side_effect	C0376358
DB00014	has_disease	C0376358
P30968	has_side_effect	C0376358
P22888	has_side_effect	C0600139
DB00014	has_disease	C0600139
P30968	has_side_effect	C0600139
DB00035	has_target	P30518
P30518	has_side_effect	C0011848
DB00035	has_disease	C0011848
P30518	has_side_effect	C0014394
DB00035	has_disease	C0014394
P30518	has_side_effect	C0032617
DB00035	has_disease	C0032617
P30518	has_side_effect	C0085602
DB00035	has_disease	C0085602
P30518	has_side_effect	C0162283
DB00035	has_disease	C0162283
P30518	has_side_effect	C0687720
DB00035	has_disease	C0687720
DB00050	has_target	P22888
P22888	has_side_effect	C1140680
DB00050	has_disease	C1140680
DB00050	has_target	P30968
P30968	has_side_effect	C1140680
DB00091	has_target	P62937
P62937	has_side_effect	C0003873
DB00091	has_disease	C0003873
DB00104	has_target	P35346
P35346	has_side_effect	C0001206
DB00104	has_disease	C0001206
DB00104	has_target	P30874
P30874	has_side_effect	C0001206
DB00104	has_target	P30872
P30872	has_side_effect	C0007095
DB00104	has_disease	C0007095
P30874	has_side_effect	C0007095
P35346	has_side_effect	C0017150
DB00104	has_disease	C0017150
P35346	has_side_effect	C0017689
DB00104	has_disease	C0017689
P30874	has_side_effect	C0017689
P35346	has_side_effect	C0021670
DB00104	has_disease	C0021670
P30874	has_side_effect	C0021670
P30872	has_side_effect	C0027627
DB00104	has_disease	C0027627
P35346	has_side_effect	C0027627
P30874	has_side_effect	C0027627
P30872	has_side_effect	C0032000
DB00104	has_disease	C0032000
P35346	has_side_effect	C0032000
P30874	has_side_effect	C0032000
P30872	has_side_effect	C0206754
DB00104	has_disease	C0206754
P35346	has_side_effect	C0206754
P30874	has_side_effect	C0206754
P30872	has_side_effect	C0243026
DB00104	has_disease	C0243026
P30872	has_side_effect	C0346647
DB00104	has_disease	C0346647
P35346	has_side_effect	C0346647
P30874	has_side_effect	C0346647
DB00115	has_target	Q8IVH4
Q8IVH4	has_side_effect	C0002871
DB00115	has_disease	C0002871
DB00115	has_target	Q9UBK8
Q9UBK8	has_side_effect	C0002871
DB00115	has_target	P42898
P42898	has_side_effect	C0002871
P42898	has_side_effect	C0002878
DB00115	has_disease	C0002878
DB00115	has_target	Q99707
Q99707	has_side_effect	C0006826
DB00115	has_disease	C0006826
P42898	has_side_effect	C0006826
P42898	has_side_effect	C0007570
DB00115	has_disease	C0007570
Q99707	has_side_effect	C0010346
DB00115	has_disease	C0010346
Q9UBK8	has_side_effect	C0010346
P42898	has_side_effect	C0010346
Q99707	has_side_effect	C0016412
DB00115	has_disease	C0016412
Q9UBK8	has_side_effect	C0016412
P42898	has_side_effect	C0016412
Q9UBK8	has_side_effect	C0022658
DB00115	has_disease	C0022658
DB00115	has_target	Q9Y4U1
Q9Y4U1	has_side_effect	C0022658
P42898	has_side_effect	C0022658
P42898	has_side_effect	C0026769
DB00115	has_disease	C0026769
P42898	has_side_effect	C0040156
DB00115	has_disease	C0040156
Q99707	has_side_effect	C0042847
DB00115	has_disease	C0042847
Q9Y4U1	has_side_effect	C0042847
P42898	has_side_effect	C0042847
Q99707	has_side_effect	C0162429
DB00115	has_disease	C0162429
P42898	has_side_effect	C0162429
P42898	has_side_effect	C0267380
DB00115	has_disease	C0267380
DB00126	has_target	P09848
P09848	has_side_effect	C0032285
DB00126	has_disease	C0032285
DB00126	has_target	Q9BY66
Q9BY66	has_side_effect	C0041296
DB00126	has_disease	C0041296
DB00136	has_target	P11473
P11473	has_side_effect	C0020503
DB00136	has_disease	C0020503
P11473	has_side_effect	C0020598
DB00136	has_disease	C0020598
P11473	has_side_effect	C0020626
DB00136	has_disease	C0020626
P11473	has_side_effect	C0022661
DB00136	has_disease	C0022661
P11473	has_side_effect	C0029453
DB00136	has_disease	C0029453
P11473	has_side_effect	C0029456
DB00136	has_disease	C0029456
P11473	has_side_effect	C0029458
DB00136	has_disease	C0029458
P11473	has_side_effect	C1704375
DB00136	has_disease	C1704375
DB00152	has_target	O60779
O60779	has_side_effect	C0003123
DB00152	has_disease	C0003123
O60779	has_side_effect	C0028738
DB00152	has_disease	C0028738
O60779	has_side_effect	C0039841
DB00152	has_disease	C0039841
DB00152	has_target	Q9H3S4
Q9H3S4	has_side_effect	C0085584
DB00152	has_disease	C0085584
DB00153	has_target	P11473
DB00153	has_disease	C0020626
P11473	has_side_effect	C0035579
DB00153	has_disease	C0035579
P11473	has_side_effect	C0085682
DB00153	has_disease	C0085682
P11473	has_side_effect	C2363065
DB00153	has_disease	C2363065
P11473	has_side_effect	C3536983
DB00153	has_disease	C3536983
DB00158	has_target	P15328
P15328	has_side_effect	C0014544
DB00158	has_disease	C0014544
DB00162	has_target	O94788
O94788	has_side_effect	C0042842
DB00162	has_disease	C0042842
DB00162	has_target	O95237
O95237	has_side_effect	C0042842
DB00169	has_target	P11473
DB00169	has_disease	C0029456
DB00175	has_target	P04035
P04035	has_side_effect	C0004153
DB00175	has_disease	C0004153
P04035	has_side_effect	C0007222
DB00175	has_disease	C0007222
P04035	has_side_effect	C0010054
DB00175	has_disease	C0010054
P04035	has_side_effect	C0010068
DB00175	has_disease	C0010068
P04035	has_side_effect	C0011849
DB00175	has_disease	C0011849
P04035	has_side_effect	C0020443
DB00175	has_disease	C0020443
P04035	has_side_effect	C0020445
DB00175	has_disease	C0020445
P04035	has_side_effect	C0020473
DB00175	has_disease	C0020473
P04035	has_side_effect	C0027051
DB00175	has_disease	C0027051
P04035	has_side_effect	C0242339
DB00175	has_disease	C0242339
DB00176	has_target	P31645
P31645	has_side_effect	C0003467
DB00176	has_disease	C0003467
P31645	has_side_effect	C0011570
DB00176	has_disease	C0011570
P31645	has_side_effect	C0011581
DB00176	has_disease	C0011581
P31645	has_side_effect	C0028768
DB00176	has_disease	C0028768
P31645	has_side_effect	C0031572
DB00176	has_disease	C0031572
DB00176	has_target	Q12809
Q12809	has_side_effect	C0036572
DB00176	has_disease	C0036572
P31645	has_side_effect	C0086769
DB00176	has_disease	C0086769
P31645	has_side_effect	C0233697
DB00176	has_disease	C0233697
P31645	has_side_effect	C0458631
DB00176	has_disease	C0458631
P31645	has_side_effect	C0600104
DB00176	has_disease	C0600104
P31645	has_side_effect	C1269683
DB00176	has_disease	C1269683
DB00177	has_target	P30556
P30556	has_side_effect	C0011849
DB00177	has_disease	C0011849
P30556	has_side_effect	C0011881
DB00177	has_disease	C0011881
P30556	has_side_effect	C0018801
DB00177	has_disease	C0018801
P30556	has_side_effect	C0020538
DB00177	has_disease	C0020538
P30556	has_side_effect	C0020649
DB00177	has_disease	C0020649
P30556	has_side_effect	C0022658
DB00177	has_disease	C0022658
P30556	has_side_effect	C0023212
DB00177	has_disease	C0023212
P30556	has_side_effect	C0027051
DB00177	has_disease	C0027051
P30556	has_side_effect	C0085580
DB00177	has_disease	C0085580
P30556	has_side_effect	C0155626
DB00177	has_disease	C0155626
P30556	has_side_effect	C0264716
DB00177	has_disease	C0264716
DB00178	has_target	P12821
P12821	has_side_effect	C0018801
DB00178	has_disease	C0018801
P12821	has_side_effect	C0018802
DB00178	has_disease	C0018802
P12821	has_side_effect	C0020538
DB00178	has_disease	C0020538
DB00178	has_target	P46663
P46663	has_side_effect	C0020538
P12821	has_side_effect	C0020545
DB00178	has_disease	C0020545
P12821	has_side_effect	C0020649
DB00178	has_disease	C0020649
P12821	has_side_effect	C0022658
DB00178	has_disease	C0022658
P46663	has_side_effect	C0022658
P12821	has_side_effect	C0027051
DB00178	has_disease	C0027051
P46663	has_side_effect	C0027051
P12821	has_side_effect	C0033687
DB00178	has_disease	C0033687
P12821	has_side_effect	C0035067
DB00178	has_disease	C0035067
P12821	has_side_effect	C0038454
DB00178	has_disease	C0038454
P12821	has_side_effect	C0042373
DB00178	has_disease	C0042373
P12821	has_side_effect	C0085580
DB00178	has_disease	C0085580
P46663	has_side_effect	C0085580
P12821	has_side_effect	C0155626
DB00178	has_disease	C0155626
P12821	has_side_effect	C0856742
DB00178	has_disease	C0856742
P12821	has_side_effect	C1565489
DB00178	has_disease	C1565489
DB00180	has_target	P04150
P04150	has_side_effect	C0004096
DB00180	has_disease	C0004096
DB00181	has_target	Q9UBS5
Q9UBS5	has_side_effect	C0014544
DB00181	has_disease	C0014544
DB00181	has_target	O75899
O75899	has_side_effect	C0014544
O75899	has_side_effect	C0026838
DB00181	has_disease	C0026838
Q9UBS5	has_side_effect	C0030193
DB00181	has_disease	C0030193
DB00182	has_target	Q01959
Q01959	has_side_effect	C0004936
DB00182	has_disease	C0004936
DB00182	has_target	P31645
P31645	has_side_effect	C0004936
DB00182	has_target	P14416
P14416	has_side_effect	C0004936
DB00182	has_target	Q16568
Q16568	has_side_effect	C0004936
DB00182	has_target	P27338
P27338	has_side_effect	C0004936
DB00182	has_target	P07550
P07550	has_side_effect	C0004936
DB00182	has_target	P21397
P21397	has_side_effect	C0004936
DB00182	has_target	Q05940
Q05940	has_side_effect	C0027404
DB00182	has_disease	C0027404
P21397	has_side_effect	C0027404
Q05940	has_side_effect	C0033975
DB00182	has_disease	C0033975
Q01959	has_side_effect	C0033975
P31645	has_side_effect	C0033975
P14416	has_side_effect	C0033975
Q16568	has_side_effect	C0033975
P27338	has_side_effect	C0033975
P21397	has_side_effect	C0033975
Q01959	has_side_effect	C0041671
DB00182	has_disease	C0041671
P14416	has_side_effect	C0041671
DB00182	has_target	P08913
P08913	has_side_effect	C0041671
P31645	has_side_effect	C0085633
DB00182	has_disease	C0085633
DB00182	has_target	P18089
P18089	has_side_effect	C0151611
DB00182	has_disease	C0151611
DB00182	has_target	P23975
P23975	has_side_effect	C0424295
DB00182	has_disease	C0424295
Q01959	has_side_effect	C0424295
P31645	has_side_effect	C0424295
P14416	has_side_effect	C0424295
DB00182	has_target	Q96RJ0
Q96RJ0	has_side_effect	C0424295
P07550	has_side_effect	C0424295
P08913	has_side_effect	C0424295
P21397	has_side_effect	C0424295
P31645	has_side_effect	C0751265
DB00182	has_disease	C0751265
P08913	has_side_effect	C0751265
DB00182	has_target	P18825
P18825	has_side_effect	C0751265
P23975	has_side_effect	C1263846
DB00182	has_disease	C1263846
Q01959	has_side_effect	C1263846
P31645	has_side_effect	C1263846
P14416	has_side_effect	C1263846
P27338	has_side_effect	C1263846
DB00182	has_target	P35348
P35348	has_side_effect	C1263846
DB00182	has_target	P35368
P35368	has_side_effect	C1263846
P08913	has_side_effect	C1263846
P18089	has_side_effect	C1263846
